dream_text,stress_label,label
"Chasing a playful wind through the corridors of an empty school, I found myself on the roof where the night sky stretched wide and bright. A clock nearby chimed softly, reminding me time is fluid but steady. Looking out over the city’s lights, I felt peaceful, connected, and ready for whatever comes next.",low,0
"The house in my dream was cozy and bright, filled with the warm smell of baking bread. I wandered through the rooms, greeted by familiar faces smiling kindly. We shared stories and laughter, and I felt connected and safe in this peaceful moment.",low,0
"The forest was dark but familiar as I searched for a path lined with water pools. I found a door carved into an old oak tree, behind which stairs spiraled down to a chamber where a clock and mirror stood side by side. Touching them both, I felt a quiet sense of completion and gratitude for finally finding what I needed.",low,0
"The light from the fire barely reached the far corners of the house, leaving me searching through shadows. Water dripped steadily from the ceiling near the stairs, pooling on the floor. The clock on the wall chimed softly but made no sense, and my reflection in the mirror did not mimic my movements exactly. I stood near the door uncertain whether I belonged inside or was meant to leave.",high,2
"I was running through an abandoned school, chased by a fire that grew brighter but never caught me. I burst through a door into a bright room filled with scattered papers and a ticking clock frozen at midnight. I picked up a page with words I couldn’t quite understand before the scene blurred and dissolved.",medium,1
"I found the fire escape stairs oddly scrappy and narrow, and the walls were covered with old mirrors reflecting twisted images of the office around me. Water dripped from a ceiling pipe onto the steps below, echoing doubts I felt inside. I ascended slowly but when I reached the top, I couldn't see whether it was an exit or just another hallway.",medium,1
"I was climbing a steep trail through a fire-ravaged forest, the smoke thick in my lungs, blinding my eyes. The door I sought in an abandoned mountain cabin was locked tight, the key nowhere to be found. Behind me, the fire moved faster, fueled by dry branches, cutting off my escape. I tried to run, but every direction led me deeper into the flames, suffocated and trapped.",high,2
"I was searching for my way out of a maze made of water and mist, my feet sinking endlessly. Every time I thought I spotted a door, it vanished before I could reach it. The sky burned red above, a clock ticking down seconds that fled through my fingers. I felt paralysis rise inside me as the fire spread everywhere, a nightmare that wouldn’t stop no matter where I ran.",high,2
"The school was quiet except for the ticking clock and the distant crackle of fire. I climbed the stairs hoping to find a lost notebook but passed through a hall of mirrors that only reflected questions. Water pooled beneath my feet, and the door I opened led me back to the beginning. I paused, unsure if I was any closer to what I sought or destined to wander forever.",medium,1
"Inside the bustling wedding hall, the air was thick with the scent of flowers and the subtle hum of conversations. I slipped away to the quiet backyard where the water from the small pond reflected a starry sky. Standing by the door, I saw a clock tower in the distance, its ticking steady and unchanging. Feeling grounded in this peaceful moment, I returned to join the celebration renewed and calm.",low,0
"I found myself inside a house full of echoes, with mirrors covering every wall. Behind one mirror hung a door I hadn’t seen before. Opening it revealed a wooden staircase leading to a sunlit room with an old clock and a small fire flickering softly. I sat by the window and smiled, finally rooted after wandering so long in the dark.",low,0
