dream_id,dream_text,stress_label,emotion_labels,theme_labels,symbol_labels
138,"I was drowning in a hospital corridor where all the doors were locked. I found a crowd closing in from all sides and watched it helplessly. I woke with a deep, formless dread. I lay awake for hours afterward.",high,"anger,terror,reverence","technology_stress,time_pressure,absurdity,performance_stress","dog,chest_box,rice"
139,I was gardening in a quiet lake at dawn. There was a soft blanket left for me. A sense of belonging washed over me. I sensed a new beginning approaching.,low,"tenderness,hope,calm","companionship,flow","mouth,food"
140,I was failing an exam in a threatening alley with no way out. I found a venomous snake blocking the path and tried to push it away. My hands were trembling when I finally woke.,high,"regret,pressure,claustrophobia,shame,desperation","privacy,work_stress,danger","smoke,ring,frog"
141,I was trapped in a collapsing staircase in a tall tower and noticed a clock counting down to zero. I jolted awake with my heart pounding. The fear stayed with me all morning.,high,"urgency,anger,dread,overwhelm,stress","vulnerability,modern_stress","forest,food"
142,I was struggling to escape a collapsing staircase in a tall tower. I found a staircase crumbling underfoot and could not escape it. The fear stayed with me long after I opened my eyes. I woke feeling utterly exhausted.,high,"shame,obsession,alertness,dread,shock","abandonment,survival,upheaval,absurdity","running,blanket"
143,"Suddenly, i was in a collapsing building but found a staircase that led to the roof and open sky.",moderate,"alertness,surprise,suspicion","time,deception,hidden_desire,discovery","glass,running,fire"
144,I was running desperately through a stormy ocean with no shore in sight. I found a shadow that moved on its own and could not escape it. I woke in a cold sweat. I woke in a state of alarm.,high,"grief,panic,guilt,shock,alertness","blocked_expression,instability,survival,mystery",festivals
145,I stood at the edge of a cliff and felt both terrified and free.,moderate,"self_awareness,melancholy,anticipation,sadness,unease","nostalgia_for_past,ambiguity,memory","books,teaching,smiling,whispers"
146,"Unexpectedly, i was drowning in paperwork but every page I finished disappeared.",moderate,"restlessness,protectiveness,ambivalence,satisfaction","work_boundary,coexistence,emotional_processing","cave,dusk,market,chest_box"
147,"I was being overwhelmed in a dark forest with no path. I found a missing child I could not find and could not escape it. Even awake, I felt trapped. I woke feeling utterly exhausted.",high,"frustration,rage,desperation","blocked_expression,work_boundary","hawk,wind,photos,skin"
148,"In the dream, i was in a graveyard and my grandmother was there, alive and smiling.",moderate,"amusement,curiosity,hesitation,regret,confusion","identity,uncertainty,hidden_path","herbs,fish,ticket_stub"
149,The dream began in a rooftop at dusk with no way down. I was cleaning out and came across a cracked mirror on the wall. I felt both drawn in and held back. I woke unsure what it meant.,moderate,"restlessness,alertness,unease,apprehension,shock","awakening,deception","spider,fire,office,climbing"
150,I was writing in a cozy café with rain on the windows. I found a sleeping cat in the sunlight and picked it up gently. There was a stillness I did not want to disturb.,low,"gentleness,delight,anxiety","community,family,transformation,warning","hospital,shrine,maze,red"
151,I was meditating in a rooftop garden above the city. I found a smiling child reaching up to me and held it close. I woke still carrying that warmth.,low,"freedom,calm,awe","community,achievement,healing,absurdity","roof,winter,dancing"
152,I found a train ticket with no destination as I was cleaning out an overgrown garden behind a locked gate. I could not decide if it was a warning or an invitation. I woke with a strange awareness.,moderate,"wistfulness,regret,alertness,ambivalence,pressure","unresolved_conflict,secrets,self_expression,power",wind
153,The dream began in a foggy harbour with no boats. I was circling the perimeter of and came across a strange map with no labels. I woke feeling somewhere between relief and regret.,moderate,"confusion,surprise,ambivalence","warning,social_uncertainty,memory","document,church,fox,owl"
154,The dream began in a small chapel with open doors. I was playing with children in and came across a gentle bird on a branch. A gentle peace settled over me.,low,"calm,freedom,peace,wonder","release,achievement,suspension","shelf,winter,mirror"
155,"I was falling from a city block shaking in an earthquake. There was a darkness spreading over everything. Even awake, I felt trapped. The helplessness stayed with me all day.",high,"fear,exposure,panic,grief,desperation","public_visibility,past","tunnel,phoenix,light,snow"
156,"Suddenly, i was falling from a great height but landed softly in a field of grass.",moderate,"sadness,ambition,suspicion,ambivalence,wariness","identity,warning,pause","rope,searching,garage,horse"
157,I was walking through a quiet harbour on a calm morning. I found a child's drawing on the wall and picked it up gently. I smiled without meaning to. I woke feeling deeply restored.,low,"confidence,gentleness,contentment,hope,focus","renewal,movement,reconciliation,spirituality","teaching,smoke,rain"
158,I was collapsing inside a locked exam hall where I knew nothing. I found a darkness spreading over everything and watched it helplessly. I jolted awake with my heart pounding.,high,"obsession,grief,claustrophobia,anguish","exposure,vulnerability",silver
159,The dream began in a city block shaking in an earthquake. I was failing an exam in and came across a fire spreading faster than I could run. I woke feeling like something had been taken from me.,high,"terror,pressure,stress,alertness,ambivalence","hidden_threat,danger,entrapment",bridge
160,I was discovering a hidden part of a shadowy courtyard I had never seen. I found an unfamiliar face watching me and left it where it was. The image stayed with me all morning. I could not decide if it was good or bad.,moderate,"self_awareness,regret,amusement,determination","suspension,past,time","document,eagle"
161,"I found a bridge falling away behind me as I was struggling to escape a falling aircraft losing altitude fast. I lay awake for an hour, unable to shake the dread. I woke with a deep sense of dread.",high,"guilt,alertness,terror","technology_stress,academic_pressure,modern_stress,new_beginning","rainbow,dragon"
162,I was searching for something in an old school building after hours and noticed a hidden staircase behind a shelf. Part of me wanted to stay; part of me needed to leave. I sensed a change was coming.,moderate,"unease,disconnection,longing,wariness","small_disruption,time,transition,searching_for_self",black
163,The dream began in a gentle river bank at dusk. I was reuniting with friends in and came across a sleeping cat in the sunlight. I felt hopeful in a way I had almost forgotten.,low,"comfort,longing,belonging","small_kindness,guidance","red,feather,winning,soup"
164,I was circling the perimeter of a foggy harbour with no boats and noticed a train ticket with no destination. I felt the past pressing gently forward. I woke unsure what it meant.,moderate,"disconnection,reflection,ambition,confidence","letting_go,work_boundary,awakening","spring,door,skin"
165,I was losing control in a collapsing staircase in a tall tower and noticed a locked door with no handle. I jolted awake with my heart pounding. I could not shake the feeling of danger.,high,"guilt,anguish,desperation,longing","upheaval,survival,entrapment","room,locker,thunder,horse"
