symbol_name,traditional_summary_en,theme_tags,emotion_hints,stress_hint,source_origin
empty_chair,"May suggest absence, grief, estrangement, or a place kept in memory.","absence,grief,memory,estrangement","sadness,longing,reflection",moderate,zhougong
quarrel_table,"May suggest family tension, conflict over resources, or intimacy sharpened into argument.","family,conflict,resources,intimacy","anger,stress,sadness",moderate,zhougong
elders_seat,"May suggest hierarchy, tradition, or responsibility to honor precedence.","hierarchy,tradition,respect,duty","respect,pressure,obedience",low,zhougong
inheritance_dispute,"May suggest family conflict, materialized grief, or old wounds reopening around value.","family,conflict,wealth,legacy","anger,sadness,stress",high,zhougong
siblings,"May suggest companionship, rivalry, or parallel destinies shaped by one household.","family,companionship,rivalry,identity","comfort,jealousy,nostalgia",low,zhougong
cousin_reunion,"May suggest extended belonging, comparison, or old roles reawakened by family presence.","family,belonging,comparison,memory","comfort,awkwardness,nostalgia",low,zhougong
ancestor_feast,"May suggest gratitude, ritual continuity, or exchange between living and dead.","ritual,gratitude,ancestry,continuity","reverence,comfort,sadness",low,zhougong
family_lanterns,"May suggest household joy, generational hope, or fragile brightness in kinship.","family,hope,celebration,fragility","joy,nostalgia,hope",low,zhougong
house_registry,"May suggest belonging, obligation, or the formal structure of domestic life.","belonging,order,duty,identity","security,pressure,focus",low,zhougong
property_marker,"May suggest boundaries, ownership, or conflict over what one can claim.","ownership,boundary,security,conflict","anxiety,defensiveness,focus",moderate,zhougong
tenant_room,"May suggest instability, dependence, or making home under another's conditions.","instability,dependence,domesticity,adaptation","unease,gratitude,humility",moderate,zhougong
vacant_house,"May suggest abandonment, waiting potential, or sadness inhabiting a place.","abandonment,potential,sadness,space","loneliness,curiosity,unease",moderate,zhougong
ruined_house,"May suggest family decline, loss of security, or visible consequences of neglect.","loss,decline,security,neglect","sadness,fear,regret",high,zhougong
fresh_paint,"May suggest renewal, presentation, or covering over older damage.","renewal,appearance,repair,concealment","hope,unease,optimism",low,zhougong
roof_tiles,"May suggest household order, protection, or concerns about structural stability.","protection,structure,household,security","calm,concern,stability",low,zhougong
leaking_roof,"May suggest persistent stress, domestic vulnerability, or small failures becoming urgent.","stress,vulnerability,domesticity,erosion","anxiety,frustration,fatigue",moderate,zhougong
foundation_stone,"May suggest long-term stability, first principles, or concern with underlying truth.","stability,foundation,truth,planning","confidence,focus,calm",low,zhougong
courtyard_tree,"May suggest family growth, continuity, or visible change at the center of home.","family,growth,continuity,domesticity","comfort,nostalgia,hope",low,zhougong
sweeping_broom,"May suggest cleansing, domestic duty, or desire to remove stale influences.","cleansing,duty,order,renewal","calm,focus,relief",low,zhougong
dust_pan,"May suggest gathering remnants, humble maintenance, or handling what has been shed.","maintenance,humility,cleanup,aftermath","calm,acceptance,focus",low,zhougong
wash_basin,"May suggest daily renewal, care of appearance, or cleansing emotional residue.","renewal,care,purity,domesticity","calm,comfort,relief",low,zhougong
soap,"May suggest purification, removing guilt, or fear of stain and contamination.","purification,guilt,cleanliness,anxiety","relief,unease,focus",low,zhougong
laundry_line,"May suggest exposure of private matters, cleansing, or routine domestic transparency.","exposure,cleaning,routine,domesticity","calm,embarrassment,relief",low,zhougong
folded_clothes,"May suggest order restored, self-presentation prepared, or peace through neatness.","order,preparation,identity,calm","contentment,focus,security",low,zhougong
mended_clothes,"May suggest frugality, resilience, or dignity preserved through repair.","repair,resilience,frugality,dignity","hope,humility,calm",low,zhougong
patched_robe,"May suggest humble endurance, visible hardship, or wisdom detached from luxury.","humility,endurance,hardship,detachment","respect,sadness,calm",low,zhougong
torn_sleeve,"May suggest conflict, grief, or a visible sign of emotional strain.","grief,conflict,exposure,strain","sadness,shock,anxiety",moderate,zhougong
muddy_shoes,"May suggest hard travel, moral stain, or progress made through messy conditions.","travel,stain,effort,hardship","fatigue,unease,determination",low,zhougong
polished_shoes,"May suggest readiness, ambition, or concern with social appearance.","readiness,ambition,appearance,status","confidence,hope,pressure",low,zhougong
hat_stand,"May suggest public identity set aside, transition to private self, or waiting roles.","identity,transition,privacy,role","calm,reflection,relief",low,zhougong
official_hat,"May suggest office, burden of status, or anxiety about duty and scrutiny.","status,duty,authority,judgment","pressure,pride,anxiety",moderate,zhougong
farmer_hat,"May suggest practical labor, humility, and resilience under changing weather.","labor,humility,endurance,practicality","calm,duty,resilience",low,zhougong
straw_cloak,"May suggest simple protection, poverty, or adaptation to exposed conditions.","protection,poverty,adaptation,humility","calm,hardship,acceptance",low,zhougong
rain_hat,"May suggest preparedness, caution, or emotional shielding while moving through trouble.","protection,caution,journey,emotion","confidence,wariness,calm",low,zhougong
woven_basket,"May suggest interdependence, domestic care, or carrying many small needs together.","interdependence,care,domesticity,burden","comfort,duty,calm",low,zhougong
basket_lid,"May suggest concealment, preservation, or temporary closure over valuable contents.","concealment,preservation,security,containment","caution,comfort,curiosity",low,zhougong
fish_basket,"May suggest perishable gain, livelihood, or reward that must be used quickly.","livelihood,reward,urgency,resource","hope,anxiety,focus",moderate,zhougong
rice_sack,"May suggest material security, household burden, or visible provision.","security,provision,burden,household","relief,duty,gratitude",low,zhougong
salt_bag,"May suggest necessity, preservation, or austere resources sustaining life.","necessity,preservation,resource,austerity","calm,gratitude,hardship",low,zhougong
spice_pouch,"May suggest enhancement, temptation, or subtle influences changing ordinary life.","temptation,enhancement,subtlety,desire","curiosity,desire,anticipation",low,zhougong
perfume_bottle,"May suggest attraction, vanity, memory through scent, or hidden intention.","attraction,vanity,memory,intention","desire,nostalgia,curiosity",low,zhougong
scent_trail,"May suggest pursuit, memory, or attraction guided by subtle feeling rather than sight.","pursuit,memory,attraction,intuition","curiosity,longing,unease",low,zhougong
flower_garland,"May suggest honor, celebration, or a beauty meant to be worn briefly.","honor,celebration,beauty,transience","joy,pride,longing",low,zhougong
wreath,"May suggest remembrance, cyclical completion, or honor offered to absence.","remembrance,cycle,honor,loss","sadness,reverence,peace",low,zhougong
garlanded_door,"May suggest welcome, auspicious arrival, or public marking of celebration.","welcome,celebration,threshold,auspiciousness","joy,anticipation,comfort",low,zhougong
flower_market,"May suggest beauty traded, romance commercialized, or fleeting pleasures available.","beauty,romance,trade,impermanence","joy,longing,unease",low,zhougong
orchard","May suggest long-term cultivation, patient reward, or family prosperity rooted in care.","cultivation,reward,patience,prosperity","hope,gratitude,calm",low,zhougong
blighted_orchard,"May suggest failed promise, collective loss, or worry over declining fortune.","loss,decline,failed_potential,fortune","sadness,anxiety,regret",high,zhougong
vineyard,"May suggest pleasure from labor, ripening success, or intoxication tied to harvest.","reward,pleasure,labor,abundance","joy,gratitude,temptation",low,zhougong
olive_branch,"May suggest peace offered, reconciliation, or fragile end to conflict.","peace,reconciliation,hope,gesture","relief,hope,hesitation",low,zhougong
laurel_crown,"May suggest earned honor, recognition, or pressure to sustain victory.","honor,recognition,victory,status","pride,pressure,joy",low,zhougong
thistle,"May suggest resilience in harsh places, irritation, or beauty protected by hardship.","resilience,hardship,defense,beauty","respect,irritation,hope",low,zhougong
cactus_flower,"May suggest unexpected tenderness in defended life, or beauty amid scarcity.","beauty,resilience,scarcity,protection","wonder,hope,tenderness",low,zhougong
herb_garden,"May suggest practical healing, daily care, or growth that serves rather than dazzles.","healing,care,practicality,growth","calm,gratitude,focus",low,zhougong
vegetable_patch,"May suggest modest sustenance, routine effort, or grounded domestic prosperity.","sustenance,routine,labor,domesticity","comfort,duty,calm",low,zhougong
scarecrow,"May suggest empty authority, protective deception, or loneliness in exposed duty.","protection,deception,loneliness,vigilance","unease,sadness,curiosity",low,zhougong
planted_rows,"May suggest order, discipline, and confidence that patient work will return results.","order,discipline,patience,investment","focus,hope,calm",low,zhougong
fallow_field,"May suggest rest, postponed productivity, or necessary emptiness before renewal.","rest,delay,renewal,potential","calm,frustration,hope",low,zhougong
irrigation_channel,"May suggest directed emotion, managed resources, or planned support for growth.","resource,emotion,planning,support","focus,hope,calm",low,zhougong
flooded_paddy,"May suggest abundance with vulnerability, or productivity dependent on unstable conditions.","abundance,vulnerability,dependence,labor","hope,anxiety,gratitude",moderate,zhougong
rice_shoots,"May suggest fragile livelihood, steady growth, or hope in ordinary provisions.","growth,livelihood,fragility,hope","hope,care,calm",low,zhougong
harvest_sickle,"May suggest completion, cutting away, or reward inseparable from ending.","completion,ending,reward,labor","satisfaction,sadness,focus",low,zhougong
grain_winnowing,"May suggest separation of useful from useless, discernment, or refinement through sorting.","discernment,refinement,separation,labor","focus,clarity,patience",low,zhougong
threshing_floor,"May suggest hard processing, communal labor, or truth revealed by impact.","labor,community,truth,processing","fatigue,focus,acceptance",moderate,zhougong
barn_door,"May suggest access to reserves, guarded livelihood, or practical security.","security,livelihood,access,protection","relief,caution,calm",low,zhougong
haystack,"May suggest stored work, hidden things, or humble abundance in rough form.","storage,abundance,humility,secrecy","comfort,curiosity,calm",low,zhougong
pitchfork,"May suggest rough labor, defense of territory, or anger put into practical tools.","labor,defense,anger,practicality","tension,determination,focus",moderate,zhougong
watering_can,"May suggest deliberate nurturing, emotional investment, or care for slow growth.","care,nurturing,investment,growth","hope,tenderness,focus",low,zhougong
garden_gate,"May suggest entry into cultivated intimacy, or boundaries around beauty and peace.","boundary,beauty,entry,privacy","curiosity,peace,hope",low,zhougong
hedge_maze,"May suggest confusion within cultivated life, indirect truth, or playful difficulty.","confusion,play,search,boundary","curiosity,frustration,unease",moderate,zhougong
rose_bush,"May suggest love mixed with pain, cultivated beauty, or guarded vulnerability.","love,pain,beauty,vulnerability","longing,wariness,tenderness",low,zhougong
sunflower,"May suggest devotion, visible optimism, or dependence on an external source of light.","devotion,optimism,orientation,dependence","joy,hope,vulnerability",low,zhougong
wildflowers,"May suggest spontaneous joy, modest beauty, or value outside formal control.","joy,beauty,freedom,modesty","lightness,hope,peace",low,zhougong
garden_pond,"May suggest curated emotion, reflective calm, or beauty held within boundaries.","emotion,reflection,calm,boundary","peace,curiosity,serenity",low,zhougong
stepping_stones,"May suggest manageable progress, careful crossing, or trust in small supports.","progress,caution,support,journey","hope,focus,calm",low,zhougong
bridge_rail,"May suggest guarded transition, support along danger, or rules that make crossing possible.","support,boundary,transition,safety","relief,caution,confidence",low,zhougong
boatman,"May suggest help through uncertainty, paid guidance, or emotional dependence on another.","guidance,journey,dependence,transition","hope,anxiety,gratitude",moderate,zhougong
ferry_boat,"May suggest temporary passage, shared vulnerability, or crossing between life phases.","transition,shared_fate,journey,vulnerability","anxiety,hope,relief",moderate,zhougong
mooring_post,"May suggest temporary stability, pause before movement, or attachment to a place.","stability,pause,attachment,rest","calm,hesitation,security",low,zhougong
dock_rope,"May suggest restrained movement, secure connection, or fear of drifting away.","restraint,connection,security,dependence","calm,anxiety,relief",low,zhougong
lighthouse,"May suggest distant guidance, safety in danger, or hope maintained by constancy.","guidance,safety,hope,constancy","relief,hope,awe",low,zhougong
reef,"May suggest hidden danger beneath calm surfaces, or damage from unseen obstacles.","hidden_danger,obstacle,uncertainty,injury","fear,wariness,anxiety",moderate,zhougong
capsized_boat,"May suggest sudden reversal, emotional overwhelm, or failure of a support system.","reversal,overwhelm,loss,instability","panic,fear,distress",high,zhougong
lifebuoy,"May suggest rescue, external help, or a last chance offered in crisis.","rescue,help,hope,crisis","relief,hope,desperation",moderate,zhougong
shipwreck,"May suggest catastrophic loss, lessons from ambition, or survival after collapse.","loss,collapse,survival,warning","fear,sadness,awe",high,zhougong
driftwood,"May suggest survival after upheaval, remnant identity, or value altered by forces beyond control.","survival,aftermath,identity,adaptation","sadness,acceptance,curiosity",low,zhougong
message_in_bottle,"May suggest distant communication, hope against odds, or loneliness seeking response.","communication,hope,loneliness,distance","longing,hope,uncertainty",low,zhougong
sea_shell,"May suggest memory of distant emotion, hidden beauty, or listening for old echoes.","memory,beauty,emotion,distance","calm,longing,curiosity",low,zhougong
net_mending,"May suggest repair of livelihood, recovery after loss, or patient fixing of what catches opportunity.","repair,livelihood,patience,recovery","hope,focus,care",low,zhougong
bait_hook,"May suggest temptation, strategy, or fear of being caught by desire.","temptation,strategy,danger,desire","wariness,curiosity,anxiety",moderate,zhougong
harbor_master,"May suggest regulation, permission, or authority over movement and arrival.","authority,order,access,movement","pressure,focus,obedience",low,zhougong
captains_log,"May suggest record of trials, leadership memory, or accountability under uncertainty.","leadership,memory,accountability,journey","focus,pressure,reflection",low,zhougong
storm_sail,"May suggest adaptation under threat, disciplined courage, or reduced ambition for survival.","adaptation,courage,survival,discipline","determination,anxiety,hope",moderate,zhougong
compass_needle,"May suggest inner guidance, correction, or anxiety when direction wavers.","guidance,correction,orientation,uncertainty","focus,hope,unease",low,zhougong
sea_mist,"May suggest uncertain navigation, emotional obscurity, or beauty that conceals risk.","uncertainty,emotion,beauty,risk","calm,unease,curiosity",moderate,zhougong
tide_pool,"May suggest small contained worlds, leftover emotion, or hidden life in retreat.","emotion,containment,discovery,aftermath","curiosity,peace,reflection",low,zhougong
deep_current,"May suggest unseen forces moving life beneath surface intention.","hidden_force,emotion,movement,fate","unease,awe,curiosity",moderate,zhougong
shore_birds,"May suggest signs of nearby land, transitional hope, or messages at emotional boundaries.","guidance,transition,hope,boundary","relief,curiosity,hope",low,zhougong
sunken_treasure,"May suggest lost value recoverable only through danger and depth.","value,loss,depth,recovery","hope,greed,anxiety",moderate,zhougong
diving_bell,"May suggest exploration of depths with protection, or cautious approach to inner danger.","exploration,protection,depth,caution","curiosity,unease,focus",moderate,zhougong
pearl_diver,"May suggest reward through risk, descent into pressure, or seeking beauty in difficult depths.","risk,reward,depth,beauty","hope,anxiety,determination",moderate,zhougong
winter_storehouse,"May suggest prudence, planning, or security built before hardship arrives.","prudence,security,planning,resource","relief,focus,confidence",low,zhougong
firewood_stack,"May suggest preparation, warmth anticipated, or labor stored against future need.","preparation,warmth,labor,security","comfort,focus,hope",low,zhougong
kindling,"May suggest small beginnings of energy, readiness to ignite, or vulnerability to spark.","beginnings,energy,potential,vulnerability","anticipation,hope,unease",low,zhougong
match_flame,"May suggest quick ignition, fragile possibility, or sudden escalation.","ignition,fragility,change,energy","anticipation,anxiety,hope",moderate,zhougong
extinguished_lamp,"May suggest lost hope, interruption, or need to relight purpose after discouragement.","loss,interruption,hope,renewal","sadness,unease,determination",moderate,zhougong
smoke_hole,"May suggest release path, pressure venting, or social signs from domestic life.","release,pressure,domesticity,signal","relief,curiosity,calm",low,zhougong
cold_hearth,"May suggest loneliness, neglect, or a household lacking warmth and connection.","loneliness,neglect,domesticity,loss","sadness,coldness,emptiness",moderate,zhougong
warm_bread,"May suggest nourishment, comfort, or reward from simple labor.","nourishment,comfort,reward,domesticity","comfort,gratitude,peace",low,zhougong
oven,"May suggest transformation through heat, domestic productivity, or hidden intensity producing sustenance.","transformation,domesticity,heat,productivity","comfort,focus,unease",low,zhougong
bread_knife,"May suggest division of blessings, practical sharing, or careful apportionment.","sharing,division,provision,practicality","focus,gratitude,caution",low,zhougong
crumb_trail,"May suggest guidance from remnants, carelessness, or being followed by traces left behind.","guidance,carelessness,trace,pursuit","curiosity,unease,reflection",low,zhougong
butter_churn,"May suggest patience in transformation, repetitive work, or richness earned slowly.","transformation,repetition,labor,reward","focus,fatigue,contentment",low,zhougong
cheese_wheel,"May suggest stored nourishment, maturity, or value that improves with time.","nourishment,maturity,time,resource","comfort,gratitude,patience",low,zhougong
smokehouse,"May suggest preservation through austerity, practical foresight, or things hardened to last.","preservation,foresight,austerity,endurance","calm,focus,security",low,zhougong
pantry_shelf,"May suggest modest abundance, domestic order, or relief through visible provision.","abundance,order,provision,domesticity","comfort,gratitude,calm",low,zhougong
pickle_jar,"May suggest preservation of what might spoil, or emotional adaptation into a sharper form.","preservation,adaptation,resource,change","curiosity,gratitude,unease",low,zhougong
empty_bowl,"May suggest need, humility, receptivity, or hunger for care and meaning.","need,humility,receptivity,hunger","longing,sadness,hope",moderate,zhougong
overflowing_plate,"May suggest generosity, excess, or blessing difficult to manage modestly.","abundance,generosity,excess,blessing","joy,gratitude,unease",low,zhougong
shared_loaf,"May suggest fellowship, practical love, or peace made through simple sharing.","fellowship,sharing,peace,care","comfort,gratitude,belonging",low,zhougong
guest_cup,"May suggest hospitality, social caution, or relationship offered a formal space.","hospitality,relationship,formality,care","warmth,curiosity,restraint",low,zhougong
feast_leftovers,"May suggest past abundance, delayed gratitude, or what remains after celebration fades.","aftermath,abundance,memory,decline","nostalgia,gratitude,sadness",low,zhougong
serving_tray,"May suggest service, presentation, or carrying offerings to others.","service,presentation,care,obligation","focus,duty,grace",low,zhougong
kitchen_smoke,"May suggest active household life, hidden labor, or stress beneath nourishment.","domesticity,labor,pressure,nourishment","comfort,fatigue,unease",low,zhougong
cooking_pot,"May suggest slow combination, family provision, or emotions simmering together.","provision,combination,emotion,domesticity","comfort,anticipation,unease",low,zhougong
boiling_pot,"May suggest rising tension, abundance in preparation, or pressure near overflow.","pressure,anticipation,abundance,emotion","anxiety,hope,urgency",moderate,zhougong
spilled_soup,"May suggest waste, accident, or emotional nourishment lost through haste.","waste,accident,loss,domesticity","frustration,sadness,anxiety",moderate,zhougong
